citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
63 FR 52125, 98-26250,52125,https://www.federalregister.gov/documents/1998/09/29/98-26250/further-amendment-to-executive-order-13038-advisory-committee-on-public-interest-obligations-of,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-26250.pdf,Presidential Document,Executive Order,09/29/1998,09/25/1998,52125,"Further Amendment to Executive Order 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","Amends: EO 13038, March 11, 1997;;
 ;  Note: EO 13102 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13102
63 FR 49643, 98-25023,49651,https://www.federalregister.gov/documents/1998/09/16/98-25023/greening-the-government-through-waste-prevention-recycling-and-federal-acquisition,https://www.govinfo.gov/content/pkg/FR-1998-09-16/pdf/98-25023.pdf,Presidential Document,Executive Order,09/16/1998,09/14/1998,49643,"Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition","Revokes: EO 12873, October 20, 1993;;
 ;  Revoked by: EO 13423, January 24, 2007;;
 ;  See: EO 12843, April 21, 1993; EO 12845, April 21, 1993; EO 12856, August 3, 1993; EO 12902, March 8, 1994; EO 12969, August 8, 1995; EO 13031, December 13, 1996; EO 13148, April 21, 2000; EO 13149, April 21, 2000; Proc. 7250, November 15, 1999",13101
63 FR 45661, 98-23258,45662,https://www.federalregister.gov/documents/1998/08/27/98-23258/presidents-council-on-food-safety,https://www.govinfo.gov/content/pkg/FR-1998-08-27/pdf/98-23258.pdf,Presidential Document,Executive Order,08/27/1998,08/25/1998,45661,President's Council on Food Safety,"Amended by: EO 13286, February 28, 2003",13100
63 FR 45167, 98-22940,45167,https://www.federalregister.gov/documents/1998/08/25/98-22940/prohibiting-transactions-with-terrorists-who-threaten-to-disrupt-the-middle-east-peace-process,https://www.govinfo.gov/content/pkg/FR-1998-08-25/pdf/98-22940.pdf,Presidential Document,Executive Order,08/25/1998,08/20/1998,45167,Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process,"Amends: EO 12947, January 23, 1995;;
 ;  See: EO 13371, February 16, 2005; Notice of January 19, 2000; Notice of January 19, 2001; Notice of January 18, 2002; Notice of January 20, 2003; Notice of January 16, 2004; Notice of January 17, 2005; Notice of January 18, 2006; Notice of January 18, 2007; Notice of January 18, 2008; Notice of January 15, 2009; Notice of January 20, 2010",13099
63 FR 44771, 98-22595,44772,https://www.federalregister.gov/documents/1998/08/20/98-22595/blocking-property-of-unita-and-prohibitingcertain-transactions-with-respect-to-unita,https://www.govinfo.gov/content/pkg/FR-1998-08-20/pdf/98-22595.pdf,Presidential Document,Executive Order,08/20/1998,08/18/1998,44771,Blocking Property of UNITA and ProhibitingCertain Transactions With Respect to UNITA,"See: EO 12865, September 26, 1993; Notice of September 22, 2000; Notice of September 24, 2001; Notice of September 23, 2002 (67 FR 60105);;
 ;  Revoked by: EO 13298, May 6, 2003",13098
63 FR 42681, 98-21643,42684,https://www.federalregister.gov/documents/1998/08/11/98-21643/american-indian-and-alaska-native-education,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21643.pdf,Presidential Document,Executive Order,08/11/1998,08/06/1998,42681,American Indian and Alaska Native Education,"See: Proc. 7246, October 30, 1999.;;
 ;  Revoked by: EO 13336, April 30, 2004",13096
63 FR 43065, 98-21710,43065,https://www.federalregister.gov/documents/1998/08/11/98-21710/interparliamentary-union,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21710.pdf,Presidential Document,Executive Order,08/11/1998,08/07/1998,43065,Interparliamentary Union,"",13097
63 FR 42565, 98-21400,42565,https://www.federalregister.gov/documents/1998/08/07/98-21400/suspension-of-executive-order-13083,https://www.govinfo.gov/content/pkg/FR-1998-08-07/pdf/98-21400.pdf,Presidential Document,Executive Order,08/07/1998,08/05/1998,42565,Suspension of Executive Order 13083,"Suspends: EO 13083, May 14, 1998;;
 ;  Note: Suspends Executive order dealing with new federalism provisions.;;
 ;  Revoked by: EO 13132, August 4, 1999",13095
63 FR 40803, 98-20590,40804,https://www.federalregister.gov/documents/1998/07/30/98-20590/proliferation-of-weapons-of-mass-destruction,https://www.govinfo.gov/content/pkg/FR-1998-07-30/pdf/98-20590.pdf,Presidential Document,Executive Order,07/30/1998,07/28/1998,40803,Proliferation of Weapons of Mass Destruction,"Amends: EO 12938, November 14, 1994;;
 ;  See: Notice of November 6, 2002; Notice of October 29, 2003; Notice of November 4, 2004; EO 13382, June 28, 2005; Notice of October 25, 2005; Notice of October 27, 2006; Notice of November 8, 2007; Notice of November 10, 2008; Notice of November 6, 2009",13094
63 FR 40357, 98-20450,40357,https://www.federalregister.gov/documents/1998/07/29/98-20450/american-heritage-rivers-amending-executive-order-13061-and-13080,https://www.govinfo.gov/content/pkg/FR-1998-07-29/pdf/98-20450.pdf,Presidential Document,Executive Order,07/29/1998,07/27/1998,40357,"American Heritage Rivers, Amending Executive Order 13061 and 13080","Amends: EO 13061, September 11, 1997; EO 13080, April 30, 1998",13093
63 FR 40167, 98-20315,40167,https://www.federalregister.gov/documents/1998/07/28/98-20315/presidents-information-technology-advisory-committee-amendments-to-executive-order-13035,https://www.govinfo.gov/content/pkg/FR-1998-07-28/pdf/98-20315.pdf,Presidential Document,Executive Order,07/28/1998,07/24/1998,40167,"President's Information Technology Advisory Committee, Amendments to Executive Order 13035","Amends: EO 13035, February 11, 1997;;
 ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13092
63 FR 36151, 98-17828,36152,https://www.federalregister.gov/documents/1998/07/02/98-17828/presidents-commission-on-the-celebration-of-women-in-american-history,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17828.pdf,Presidential Document,Executive Order,07/02/1998,06/29/1998,36151,President's Commission on the Celebration of Women in American History,"Amended by: EO 13136, September 3, 1999;;
 ;  Revoked by: EO 13225, September 28, 2001",13090
63 FR 36153, 98-17829,36154,https://www.federalregister.gov/documents/1998/07/02/98-17829/administration-of-arms-export-controls-and-foreign-assistance,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17829.pdf,Presidential Document,Executive Order,07/02/1998,06/29/1998,36153,Administration of Arms Export Controls and Foreign Assistance,"Amends: EO 11958, January 18, 1977; EO 12163, September 29, 1979",13091
63 FR 32701, 98-16161,32703,https://www.federalregister.gov/documents/1998/06/16/98-16161/coral-reef-protection,https://www.govinfo.gov/content/pkg/FR-1998-06-16/pdf/98-16161.pdf,Presidential Document,Executive Order,06/16/1998,06/11/1998,32701,Coral Reef Protection,"See: EO 13178, December 4, 2000",13089
63 FR 32109, 98-15888,32111,https://www.federalregister.gov/documents/1998/06/12/98-15888/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the,https://www.govinfo.gov/content/pkg/FR-1998-06-12/pdf/98-15888.pdf,Presidential Document,Executive Order,06/12/1998,06/09/1998,32109,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo","Amended by: EO 13121, April 30, 1999; EO 13192, January 17, 2001;;
 ;  See: Notice of May 25, 2000; Notice of May 24, 2001;;
 ;  Revoked by: EO 13304, May 28, 2003",13088
63 FR 30065, 98-14688,30095,https://www.federalregister.gov/documents/1998/06/02/98-14688/1998-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14688.pdf,Presidential Document,Executive Order,06/02/1998,05/27/1998,30065,"1998 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984;;
 ;  See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13140, October 6, 1999",13086
63 FR 30097, 98-14689,30097,https://www.federalregister.gov/documents/1998/06/02/98-14689/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14689.pdf,Presidential Document,Executive Order,06/02/1998,05/28/1998,30097,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in the Federal Government","Amends: EO 11478, August 8, 1969;;
 ;  See: Proc. 7316, June 2, 2000 (65 FR 36051);;
 ;  Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on sexual orientation.",13087
63 FR 29335, 98-14407,29337,https://www.federalregister.gov/documents/1998/05/28/98-14407/establishment-of-the-enrichment-oversight-committee,https://www.govinfo.gov/content/pkg/FR-1998-05-28/pdf/98-14407.pdf,Presidential Document,Executive Order,05/28/1998,05/26/1998,29335,Establishment of the Enrichment Oversight Committee,"",13085
63 FR 27651, 98-13552,27654,https://www.federalregister.gov/documents/1998/05/19/98-13552/federalism,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13552.pdf,Presidential Document,Executive Order,05/19/1998,05/14/1998,27651,Federalism,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; Suspended by: EO 13095, August 5, 1998; See: EO 13084, May 14, 1998; Public Law 105-277 (sec. 425); Revoked by: EO 13132, August 4, 1999",13083
63 FR 27655, 98-13553,27657,https://www.federalregister.gov/documents/1998/05/19/98-13553/consultation-and-coordination-with-indian-tribal-governments,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13553.pdf,Presidential Document,Executive Order,05/19/1998,05/14/1998,27655,Consultation and Coordination With Indian Tribal Governments,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Memorandum of April 29, 1994 (Government-to-Government Relations With Native American Tribal Governments); Revoked by: EO 13175, November 6, 2000; See: EO 13083, May 14, 1998",13084
63 FR 26709, 98-12963,26709,https://www.federalregister.gov/documents/1998/05/13/98-12963/joint-mexican-united-states-defense-commission,https://www.govinfo.gov/content/pkg/FR-1998-05-13/pdf/98-12963.pdf,Presidential Document,Executive Order,05/13/1998,05/08/1998,26709,Joint Mexican-United States Defense Commission,"Amends: EO 9080, February 27, 1942; See: EO 10692, December 22, 1956; EO 12377, August 6, 1982",13082
63 FR 24385, 98-11922,24385,https://www.federalregister.gov/documents/1998/05/04/98-11922/amendment-to-executive-order-no-13038-advisory-committee-on-public-interest-obligations-of-digital,https://www.govinfo.gov/content/pkg/FR-1998-05-04/pdf/98-11922.pdf,Presidential Document,Executive Order,05/04/1998,04/30/1998,24385,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","Amends: EO 13038, March 11, 1997; Note: EO 13081 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13081
63 FR 17667, 98-9709,17668,https://www.federalregister.gov/documents/1998/04/10/98-9709/american-heritage-rivers-initiative-advisory-committee,https://www.govinfo.gov/content/pkg/FR-1998-04-10/pdf/98-9709.pdf,Presidential Document,Executive Order,04/10/1998,04/07/1998,17667,American Heritage Rivers Initiative Advisory Committee,"Amended by: EO 13093, July 27, 1998; Revoked by: EO 13225, September 28, 2001",13080
63 FR 17309, 98-9599,17309,https://www.federalregister.gov/documents/1998/04/09/98-9599/waiver-under-the-trade-act-of-1974-with-respect-to-vietnam,https://www.govinfo.gov/content/pkg/FR-1998-04-09/pdf/98-9599.pdf,Presidential Document,Executive Order,04/09/1998,04/07/1998,17309,Waiver Under The Trade Act Of 1974 With Respect to Vietnam,"",13079
63 FR 13111, 98-7139,13113,https://www.federalregister.gov/documents/1998/03/18/98-7139/increasing-employment-of-adults-with-disabilities,https://www.govinfo.gov/content/pkg/FR-1998-03-18/pdf/98-7139.pdf,Presidential Document,Executive Order,03/18/1998,03/13/1998,13111,Increasing Employment of Adults With Disabilities,"Amended by: EO 13172, October 25, 2000; EO 13187, January 10, 2001; EO 13583, August 18, 2011",13078
63 FR 12381, 98-6628,12381,https://www.federalregister.gov/documents/1998/03/12/98-6628/further-amendment-to-executive-order-13010-critical-infrastructure-protection,https://www.govinfo.gov/content/pkg/FR-1998-03-12/pdf/98-6628.pdf,Presidential Document,Executive Order,03/12/1998,03/10/1998,12381,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection","Amends: EO 13010, July 15, 1996; Note: EO 13077 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13077
63 FR 9719, 98-5119,9719,https://www.federalregister.gov/documents/1998/02/26/98-5119/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-5119.pdf,Presidential Document,Executive Order,02/26/1998,02/24/1998,9719,Ordering the Selected Reserve of the Armed Forces to Active Duty,"Amended by: EO 13286, February 28, 2003; See: Proc. 6867, March 1, 1996",13076
63 FR 9085, 98-4816,9086,https://www.federalregister.gov/documents/1998/02/24/98-4816/special-oversight-board-for-department-of-defense-investigations-of-gulf-war-chemical-and-biological,https://www.govinfo.gov/content/pkg/FR-1998-02-24/pdf/98-4816.pdf,Presidential Document,Executive Order,02/24/1998,02/19/1998,9085,Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,"Revoked by: EO 13225, September 28, 2001",13075
63 FR 7277, 98-3847,7277,https://www.federalregister.gov/documents/1998/02/12/98-3847/amendment-to-executive-order-12656,https://www.govinfo.gov/content/pkg/FR-1998-02-12/pdf/98-3847.pdf,Presidential Document,Executive Order,02/12/1998,02/09/1998,7277,Amendment to Executive Order 12656,"Amends: EO 12656, November 18, 1988;;
 ;  Note: This Executive order is concerned with force deployment with respect to evacuation of U.S. citizens in threatened areas overseas.",13074
63 FR 6467, 98-3229,6468,https://www.federalregister.gov/documents/1998/02/06/98-3229/year-2000-conversion,https://www.govinfo.gov/content/pkg/FR-1998-02-06/pdf/98-3229.pdf,Presidential Document,Executive Order,02/06/1998,02/04/1998,6467,Year 2000 Conversion,"Amended by: EO 13127, June 14, 1999",13073
63 FR 6041, 98-3135,6043,https://www.federalregister.gov/documents/1998/02/05/98-3135/white-house-millennium-council,https://www.govinfo.gov/content/pkg/FR-1998-02-05/pdf/98-3135.pdf,Presidential Document,Executive Order,02/05/1998,02/02/1998,6041,White House Millennium Council,"",13072
62 FR 68521, 97-34224,68530,https://www.federalregister.gov/documents/1997/12/31/97-34224/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34224.pdf,Presidential Document,Executive Order,12/31/1997,12/29/1997,68521,Adjustments of Certain Rates of Pay,"Supersedes: EO 13033, December 27, 1996;;
 ;  Superseded by: EO 13106, December 7, 1998",13071
